sectionId,family,ediDesignation,manualLabel,sourceId,sourceRevision,weightPerLength,nativeUnitSystem,A,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,T_F,d,ddet,bf,bfdet,tw,twdet,twdet_2,tf,tfdet,kdes,kdet,k1,T,WGi,WGo,Cw,Wno,Sw1,Qf,Qw,rts,ho,PA,PB,PC,PD
AISC-W-W18X65,W,W18X65,W18X65,AISC-SHAPES,16.0,65,US_CUSTOMARY,19.1,1070,133,117,7.49,54.8,22.5,14.4,1.69,2.73,false,18.4,18.375,7.59,7.625,0.45,0.4375,0.25,0.75,0.75,1.15,1.4375,0.875,15.5,3.5,,4240,33.5,47.7,23.6,66.3,2.03,17.7,58,65.6,44.4,52
AISC-W-W18X71,W,W18X71,W18X71,AISC-SHAPES,16.0,71,US_CUSTOMARY,20.9,1170,146,127,7.5,60.3,24.7,15.8,1.7,3.49,false,18.5,18.5,7.64,7.625,0.495,0.5,0.25,0.81,0.8125,1.21,1.5,0.875,15.5,3.5,,4700,33.8,52.3,25.6,72.4,2.05,17.7,58.3,65.9,44.6,52.3
AISC-W-W18X76,W,W18X76,W18X76,AISC-SHAPES,16.0,76,US_CUSTOMARY,22.3,1330,163,146,7.73,152,42.2,27.6,2.61,2.83,false,18.2,18.25,11,11,0.425,0.4375,0.25,0.68,0.6875,1.08,1.5625,1.0625,15.125,5.5,,11700,48.2,90.1,31.5,80.6,3.02,17.5,67.9,78.9,47.4,58.4
AISC-W-W18X86,W,W18X86,W18X86,AISC-SHAPES,16.0,86,US_CUSTOMARY,25.3,1530,186,166,7.77,175,48.4,31.6,2.63,4.1,false,18.4,18.375,11.1,11.125,0.48,0.5,0.25,0.77,0.75,1.17,1.625,1.0625,15.125,5.5,,13600,48.9,105,36,92.4,3.05,17.6,68.4,79.5,47.9,59
AISC-W-W18X97,W,W18X97,W18X97,AISC-SHAPES,16.0,97,US_CUSTOMARY,28.5,1750,211,188,7.82,201,55.3,36.1,2.65,5.86,false,18.6,18.625,11.1,11.125,0.535,0.5625,0.3125,0.87,0.875,1.27,1.75,1.125,15.125,5.5,,15800,49.2,119,40.7,105,3.08,17.7,68.7,79.8,48.3,59.4
AISC-W-W21X101,W,W21X101,W21X101,AISC-SHAPES,16.0,101,US_CUSTOMARY,29.8,2420,253,227,9.02,248,61.7,40.3,2.89,5.21,false,21.4,21.375,12.3,12.25,0.5,0.5,0.25,0.8,0.8125,1.3,2.0625,1.4375,17.25,5.5,,26200,63.3,156,48.6,126,3.35,20.6,77.8,90.1,55.1,67.4
AISC-W-W21X111,W,W21X111,W21X111,AISC-SHAPES,16.0,111,US_CUSTOMARY,32.6,2670,279,249,9.05,274,68.2,44.5,2.9,6.83,false,21.5,21.5,12.3,12.375,0.55,0.5625,0.3125,0.875,0.875,1.38,2.125,1.5,17.25,5.5,,29200,63.4,171,53,138,3.37,20.6,77.9,90.2,55.3,67.6
AISC-W-W21X122,W,W21X122,W21X122,AISC-SHAPES,16.0,122,US_CUSTOMARY,35.9,2960,307,273,9.09,305,75.6,49.2,2.92,8.98,false,21.7,21.625,12.4,12.375,0.6,0.625,0.3125,0.96,0.9375,1.46,2.25,1.5,17.25,5.5,,32700,64.3,191,58.7,153,3.4,20.7,78.5,90.9,55.8,68.2
AISC-W-W21X132,W,W21X132,W21X132,AISC-SHAPES,16.0,132,US_CUSTOMARY,38.8,3220,333,295,9.12,333,82.3,53.5,2.93,11.3,false,21.8,21.875,12.4,12.5,0.65,0.625,0.3125,1.04,1.0625,1.54,2.25,1.5625,17.25,5.5,,36000,64.4,206,62.8,164,3.43,20.8,78.6,91,56,68.4
AISC-W-W21X147,W,W21X147,W21X147,AISC-SHAPES,16.0,147,US_CUSTOMARY,43.2,3630,373,329,9.17,376,92.6,60.1,2.95,15.4,false,22.1,22,12.5,12.5,0.72,0.75,0.375,1.15,1.125,1.65,2.4375,1.5625,17.25,5.5,,41100,65.5,235,71,186,3.46,21,79.4,91.9,56.7,69.2
AISC-W-W21X166,W,W21X166,W21X166,AISC-SHAPES,16.0,166,US_CUSTOMARY,48.8,4280,432,380,9.36,435,108,70,2.99,23.6,false,22.5,22.5,12.4,12.375,0.75,0.75,0.375,1.36,1.375,1.86,2.625,1.5625,17.25,5.5,,48500,65.5,276,83.7,215,3.48,21.1,79.8,92.2,57.4,69.8
AISC-W-W21X182,W,W21X182,W21X182,AISC-SHAPES,16.0,182,US_CUSTOMARY,53.6,4730,476,417,9.4,483,119,77.2,3,30.7,false,22.7,22.75,12.5,12.5,0.83,0.8125,0.4375,1.48,1.5,1.98,2.75,1.625,17.25,5.5,,54400,66.3,307,91.6,237,3.51,21.2,80.4,92.9,57.9,70.4
AISC-W-W21X201,W,W21X201,W21X201,AISC-SHAPES,16.0,201,US_CUSTOMARY,59.3,5310,530,461,9.47,542,133,86.1,3.02,40.9,false,23,23,12.6,12.625,0.91,0.9375,0.5,1.63,1.625,2.13,2.875,1.6875,17.25,5.5,,62000,67.3,346,102,264,3.55,21.4,81.1,93.7,58.6,71.2
AISC-W-W21X223,W,W21X223,W21X223,AISC-SHAPES,16.0,223,US_CUSTOMARY,66.5,6080,601,520,9.56,614,150,96.7,3.04,59.5,false,23.4,23.375,12.7,12.625,1,1,0.5,1.79,1.8125,2.9699999999999998,3.0625,1.6875,17.25,5.5,,71700,68.6,390,113,295,3.57,21.6,80.9,93.6,59.5,72.2
AISC-W-W21X248,W,W21X248,W21X248,AISC-SHAPES,16.0,248,US_CUSTOMARY,73.8,6830,671,576,9.62,699,170,109,3.08,80.7,false,23.7,23.75,12.8,12.75,1.1,1.125,0.5625,1.99,2,3.17,3.25,1.75,17.25,5.5,,82400,69.5,442,126,330,3.63,21.7,81.6,94.4,60.2,73
AISC-W-W21X275,W,W21X275,W21X275,AISC-SHAPES,16.0,275,US_CUSTOMARY,81.8,7690,749,638,9.7,787,191,122,3.1,107,true,24.1,24.125,12.9,12.875,1.22,1.25,0.625,2.19,2.1875,3.37,3.4375,1.8125,17.25,5.5,,94400,70.7,499,140,369,3.68,21.9,82.4,95.3,61.1,74
AISC-W-W21X44,W,W21X44,W21X44,AISC-SHAPES,16.0,44,US_CUSTOMARY,13,843,95.4,81.6,8.06,20.7,10.2,6.37,1.26,0.77,false,20.7,20.625,6.5,6.5,0.35,0.375,0.1875,0.45,0.4375,0.95,1.125,0.8125,18.375,3.5,,2110,32.9,24.1,14,46.8,1.6,20.3,59.3,65.8,47.9,54.4
AISC-W-W21X48,W,W21X48,W21X48,AISC-SHAPES,16.0,48,US_CUSTOMARY,14.1,959,107,93,8.24,38.7,14.9,9.52,1.66,0.803,false,20.6,20.625,8.14,8.125,0.35,0.375,0.1875,0.43,0.4375,0.93,1.125,0.8125,18.375,5.5,,3950,41,35.9,16.9,52.3,2.05,20.2,64.1,72.2,49.3,57.5
AISC-W-W21X50,W,W21X50,W21X50,AISC-SHAPES,16.0,50,US_CUSTOMARY,14.7,984,110,94.5,8.18,24.9,12.2,7.64,1.3,1.14,false,20.8,20.875,6.53,6.5,0.38,0.375,0.1875,0.535,0.5625,1.04,1.25,0.8125,18.375,3.5,,2570,33.1,28.9,16.7,53.9,1.64,20.3,59.6,66.1,48.1,54.7
AISC-W-W21X55,W,W21X55,W21X55,AISC-SHAPES,16.0,55,US_CUSTOMARY,16.2,1140,126,110,8.4,48.4,18.4,11.8,1.73,1.24,false,20.8,20.75,8.22,8.25,0.375,0.375,0.1875,0.522,0.5,1.02,1.1875,0.8125,18.375,5.5,,4980,41.7,44.7,20.8,61.8,2.11,20.3,64.7,72.9,49.8,58
AISC-W-W21X57,W,W21X57,W21X57,AISC-SHAPES,16.0,57,US_CUSTOMARY,16.7,1170,129,111,8.36,30.6,14.8,9.35,1.35,1.77,false,21.1,21,6.56,6.5,0.405,0.375,0.1875,0.65,0.625,1.15,1.3125,0.8125,18.375,3.5,,3190,33.5,35.8,20.5,63.4,1.68,20.5,60.2,66.8,48.8,55.3
AISC-W-W21X62,W,W21X62,W21X62,AISC-SHAPES,16.0,62,US_CUSTOMARY,18.3,1330,144,127,8.54,57.5,21.7,14,1.77,1.83,false,21,21,8.24,8.25,0.4,0.375,0.1875,0.615,0.625,1.12,1.3125,0.8125,18.375,5.5,,5960,42,53.2,24.6,71.2,2.15,20.4,65.1,73.3,50.2,58.5
AISC-W-W21X68,W,W21X68,W21X68,AISC-SHAPES,16.0,68,US_CUSTOMARY,20,1480,160,140,8.6,64.7,24.4,15.7,1.8,2.45,false,21.1,21.125,8.27,8.25,0.43,0.4375,0.25,0.685,0.6875,1.19,1.375,0.875,18.375,5.5,,6760,42.2,59.8,27.4,78.7,2.17,20.4,65.3,73.6,50.5,58.7
AISC-W-W21X73,W,W21X73,W21X73,AISC-SHAPES,16.0,73,US_CUSTOMARY,21.5,1600,172,151,8.64,70.6,26.6,17,1.81,3.02,false,21.2,21.25,8.3,8.25,0.455,0.4375,0.25,0.74,0.75,1.24,1.4375,0.875,18.375,5.5,,7410,42.5,65.2,29.7,85,2.19,20.5,65.5,73.8,50.7,59
AISC-W-W21X83,W,W21X83,W21X83,AISC-SHAPES,16.0,83,US_CUSTOMARY,24.4,1830,196,171,8.67,81.4,30.5,19.5,1.83,4.34,false,21.4,21.375,8.36,8.375,0.515,0.5,0.25,0.835,0.8125,1.34,1.5,0.875,18.375,5.5,,8630,43,75,33.7,96.8,2.21,20.6,66,74.4,51.2,59.5
AISC-W-W21X93,W,W21X93,W21X93,AISC-SHAPES,16.0,93,US_CUSTOMARY,27.3,2070,221,192,8.7,92.9,34.7,22.1,1.84,6.03,false,21.6,21.625,8.42,8.375,0.58,0.5625,0.3125,0.93,0.9375,1.43,1.625,0.9375,18.375,5.5,,9940,43.5,85.2,37.7,109,2.24,20.7,66.5,74.9,51.6,60
AISC-W-W24X103,W,W24X103,W24X103,AISC-SHAPES,16.0,103,US_CUSTOMARY,30.3,3000,280,245,10,119,41.5,26.5,1.99,7.07,false,24.5,24.5,9,9,0.55,0.5625,0.3125,0.98,1,1.48,2.25,1.5,20,5.5,,16600,52.9,117,48.7,139,2.4,23.5,74,83,58,67
AISC-W-W24X104,W,W24X104,W24X104,AISC-SHAPES,16.0,104,US_CUSTOMARY,30.7,3100,289,258,10.1,259,62.4,40.7,2.91,4.72,false,24.1,24,12.8,12.75,0.5,0.5,0.25,0.75,0.75,1.25,2.0625,1.4375,20,5.5,,35200,74.7,179,53.9,144,3.42,23.4,84.7,97.5,61,73.8
AISC-W-W24X117,W,W24X117,W24X117,AISC-SHAPES,16.0,117,US_CUSTOMARY,34.4,3540,327,291,10.1,297,71.4,46.5,2.94,6.72,false,24.3,24.25,12.8,12.75,0.55,0.5625,0.3125,0.85,0.875,1.35,2.125,1.5,20,5.5,,40800,75,204,61,163,3.46,23.5,85,97.8,61.4,74.2
AISC-W-W24X131,W,W24X131,W24X131,AISC-SHAPES,16.0,131,US_CUSTOMARY,38.6,4020,370,329,10.2,340,81.5,53,2.97,9.5,false,24.5,24.5,12.9,12.875,0.605,0.625,0.3125,0.96,0.9375,1.46,2.25,1.5,20,5.5,,47100,75.9,235,69.5,184,3.49,23.5,85.6,98.5,61.9,74.8
AISC-W-W24X146,W,W24X146,W24X146,AISC-SHAPES,16.0,146,US_CUSTOMARY,43,4580,418,371,10.3,391,93.2,60.5,3.01,13.4,false,24.7,24.75,12.9,12.875,0.65,0.625,0.3125,1.09,1.0625,1.59,2.375,1.5625,20,5.5,,54600,76.1,268,78.8,207,3.53,23.6,85.9,98.8,62.3,75.2
AISC-W-W24X162,W,W24X162,W24X162,AISC-SHAPES,16.0,162,US_CUSTOMARY,47.8,5170,468,414,10.4,443,105,68.4,3.05,18.5,false,25,25,13,13,0.705,0.6875,0.375,1.22,1.25,1.72,2.5,1.5625,20,5.5,,62600,77.3,306,89.2,233,3.57,23.8,86.7,99.7,63,76
AISC-W-W24X176,W,W24X176,W24X176,AISC-SHAPES,16.0,176,US_CUSTOMARY,51.7,5680,511,450,10.5,479,115,74.3,3.04,23.9,false,25.2,25.25,12.9,12.875,0.75,0.75,0.375,1.34,1.3125,1.84,2.625,1.5625,20,5.5,,68400,76.9,333,97.1,254,3.57,23.9,86.7,99.6,63.3,76.2
AISC-W-W24X192,W,W24X192,W24X192,AISC-SHAPES,16.0,192,US_CUSTOMARY,56.5,6260,559,491,10.5,530,126,81.8,3.07,30.8,false,25.5,25.5,13,13,0.81,0.8125,0.4375,1.46,1.4375,1.96,2.75,1.625,20,5.5,,76300,78.1,371,107,280,3.6,24,88,101,64,77
AISC-W-W24X207,W,W24X207,W24X207,AISC-SHAPES,16.0,207,US_CUSTOMARY,60.7,6820,606,531,10.6,578,137,88.8,3.08,38.3,false,25.7,25.75,13,13,0.87,0.875,0.4375,1.57,1.5625,2.07,2.875,1.625,20,5.5,,84100,78.4,400,115,302,3.62,24.1,88,101,64.4,77.4
AISC-W-W24X229,W,W24X229,W24X229,AISC-SHAPES,16.0,229,US_CUSTOMARY,67.2,7650,675,588,10.7,651,154,99.4,3.11,51.3,false,26,26,13.1,13.125,0.96,0.9375,0.5,1.73,1.75,2.23,3,1.6875,20,5.5,,96100,79.5,450,127,336,3.67,24.3,88.9,102,65.1,78.2
AISC-W-W24X250,W,W24X250,W24X250,AISC-SHAPES,16.0,250,US_CUSTOMARY,73.5,8490,744,644,10.7,724,171,110,3.14,66.6,false,26.3,26.375,13.2,13.125,1.04,1.0625,0.5625,1.89,1.875,2.39,3.125,1.75,20,5.5,,108000,80.6,502,140,370,3.71,24.4,88.8,102,65.8,79
AISC-W-W24X279,W,W24X279,W24X279,AISC-SHAPES,16.0,279,US_CUSTOMARY,81.9,9600,835,718,10.8,823,193,124,3.17,90.5,true,26.7,26.75,13.3,13.25,1.16,1.1875,0.625,2.09,2.0625,2.59,3.375,1.8125,20,5.5,,125000,81.8,569,156,416,3.76,24.6,89.7,103,66.7,80
AISC-W-W24X306,W,W24X306,W24X306,AISC-SHAPES,16.0,306,US_CUSTOMARY,89.7,10700,922,789,10.9,919,214,137,3.2,117,true,27.1,27.125,13.4,13.375,1.26,1.25,0.625,2.28,2.25,2.78,3.5625,1.8125,20,5.5,,142000,83.1,635,172,459,3.81,24.8,90.6,104,67.6,81
AISC-W-W24X335,W,W24X335,W24X335,AISC-SHAPES,16.0,335,US_CUSTOMARY,98.3,11900,1020,864,11,1030,238,152,3.23,152,true,27.5,27.5,13.5,13.5,1.38,1.375,0.6875,2.48,2.5,2.98,3.75,1.875,20,5.5,,161000,84.4,707,188,506,3.86,25,91.5,105,68.5,82
AISC-W-W24X370,W,W24X370,W24X370,AISC-SHAPES,16.0,370,US_CUSTOMARY,109,13400,1130,957,11.1,1160,267,170,3.27,201,true,28,28,13.7,13.625,1.52,1.5,0.75,2.72,2.75,3.22,4,2,20,5.5,,186000,86.6,807,209,568,3.92,25.3,93.3,107,69.7,83.4
AISC-W-W24X55,W,W24X55,W24X55,AISC-SHAPES,16.0,55,US_CUSTOMARY,16.2,1350,134,114,9.11,29.1,13.3,8.3,1.34,1.18,false,23.6,23.625,7.01,7,0.395,0.375,0.1875,0.505,0.5,1.01,1.4375,1,20.75,3.5,,3870,40.5,35.8,19.3,66.1,1.72,23.1,66.6,73.6,54.2,61.2
AISC-W-W24X62,W,W24X62,W24X62,AISC-SHAPES,16.0,62,US_CUSTOMARY,18.2,1550,153,131,9.23,34.5,15.7,9.8,1.38,1.71,false,23.7,23.75,7.04,7,0.43,0.4375,0.25,0.59,0.5625,1.09,1.5,1.0625,20.75,3.5,,4620,40.7,42.2,22.5,75.3,1.75,23.1,66.8,73.8,54.4,61.5
AISC-W-W24X68,W,W24X68,W24X68,AISC-SHAPES,16.0,68,US_CUSTOMARY,20.1,1830,177,154,9.55,70.4,24.5,15.7,1.87,1.87,false,23.7,23.75,8.97,9,0.415,0.4375,0.25,0.585,0.5625,1.09,1.875,1.4375,20,5.5,,9430,51.8,68,28.9,87,2.3,23.1,72.6,81.6,56.4,65.3
AISC-W-W24X76,W,W24X76,W24X76,AISC-SHAPES,16.0,76,US_CUSTOMARY,22.4,2100,200,176,9.69,82.5,28.6,18.4,1.92,2.68,false,23.9,23.875,8.99,9,0.44,0.4375,0.25,0.68,0.6875,1.18,1.9375,1.4375,20,5.5,,11100,52.2,79.8,33.8,98.9,2.33,23.2,73,82,56.8,65.8
AISC-W-W24X84,W,W24X84,W24X84,AISC-SHAPES,16.0,84,US_CUSTOMARY,24.7,2370,224,196,9.79,94.4,32.6,20.9,1.95,3.7,false,24.1,24.125,9.02,9,0.47,0.5,0.25,0.77,0.75,1.27,2.0625,1.4375,20,5.5,,12800,52.6,91.3,38.4,111,2.37,23.3,73.5,82.5,57.2,66.2
AISC-W-W24X94,W,W24X94,W24X94,AISC-SHAPES,16.0,94,US_CUSTOMARY,27.7,2700,254,222,9.87,109,37.5,24,1.98,5.26,false,24.3,24.25,9.07,9.125,0.515,0.5,0.25,0.875,0.875,1.38,2.125,1.4375,20,5.5,,15000,53.1,105,43.8,126,2.4,23.4,73.9,83,57.7,66.7
AISC-W-W27X102,W,W27X102,W27X102,AISC-SHAPES,16.0,102,US_CUSTOMARY,30,3620,305,267,11,139,43.4,27.8,2.15,5.28,false,27.1,27.125,10,10,0.515,0.5,0.25,0.83,0.8125,1.43,2.0625,1.4375,23,5.5,,24000,65.7,136,51.7,151,2.62,26.3,82.1,92.1,64.2,74.2
AISC-W-W27X114,W,W27X114,W27X114,AISC-SHAPES,16.0,114,US_CUSTOMARY,33.6,4080,343,299,11,159,49.3,31.5,2.18,7.33,false,27.3,27.25,10.1,10.125,0.57,0.5625,0.3125,0.93,0.9375,1.53,2.125,1.5,23,5.5,,27600,66.6,156,58.4,170,2.65,26.4,82.7,92.8,64.7,74.8
AISC-W-W27X129,W,W27X129,W27X129,AISC-SHAPES,16.0,129,US_CUSTOMARY,37.8,4760,395,345,11.2,184,57.6,36.8,2.21,11.1,false,27.6,27.625,10,10,0.61,0.625,0.3125,1.1,1.125,1.7,2.3125,1.5,23,5.5,,32500,66.3,182,68.4,195,2.66,26.5,83,93,65.2,75.2
AISC-W-W27X146,W,W27X146,W27X146,AISC-SHAPES,16.0,146,US_CUSTOMARY,43.2,5660,464,414,11.5,443,97.7,63.5,3.2,11.3,false,27.4,27.375,14,14,0.605,0.625,0.3125,0.975,1,1.76,2.1875,1.5,23,5.5,,77200,92.5,316,86.3,229,3.76,26.4,94,108,68.8,82.8
AISC-W-W27X161,W,W27X161,W27X161,AISC-SHAPES,16.0,161,US_CUSTOMARY,47.6,6310,515,458,11.5,497,109,70.9,3.23,15.1,false,27.6,27.625,14,14,0.66,0.6875,0.375,1.08,1.0625,1.87,2.3125,1.5625,23,5.5,,87300,92.8,351,95.5,254,3.79,26.5,95,109,69.2,83.2
AISC-W-W27X178,W,W27X178,W27X178,AISC-SHAPES,16.0,178,US_CUSTOMARY,52.5,7020,570,505,11.6,555,122,78.8,3.25,20.1,false,27.8,27.75,14.1,14.125,0.725,0.75,0.375,1.19,1.1875,1.98,2.375,1.5625,23,5.5,,98400,93.8,393,106,282,3.83,26.6,94.9,109,69.7,83.8
AISC-W-W27X194,W,W27X194,W27X194,AISC-SHAPES,16.0,194,US_CUSTOMARY,57.1,7860,631,559,11.7,619,136,88.1,3.29,27.1,false,28.1,28.125,14,14,0.75,0.75,0.375,1.34,1.3125,2.13,2.5625,1.5625,23,5.5,,111000,93.7,439,119,312,3.85,26.8,95,109,70.2,84.2
AISC-W-W27X217,W,W27X217,W27X217,AISC-SHAPES,16.0,217,US_CUSTOMARY,63.9,8910,711,627,11.8,704,154,100,3.32,37.6,false,28.4,28.375,14.1,14.125,0.83,0.8125,0.4375,1.5,1.5,2.29,2.6875,1.625,23,5.5,,128000,94.8,501,134,351,3.89,26.9,95.9,110,70.9,85
AISC-W-W27X235,W,W27X235,W27X235,AISC-SHAPES,16.0,235,US_CUSTOMARY,69.4,9700,772,677,11.8,769,168,108,3.33,47,false,28.7,28.625,14.2,14.25,0.91,0.9375,0.5,1.61,1.625,2.4,2.875,1.6875,23,5.5,,141000,96.2,550,145,384,3.92,27.1,96.8,111,71.6,85.8
AISC-W-W27X258,W,W27X258,W27X258,AISC-SHAPES,16.0,258,US_CUSTOMARY,76.1,10800,852,745,11.9,859,187,120,3.36,61.6,false,29,29,14.3,14.25,0.98,1,0.5,1.77,1.75,2.56,3,1.6875,23,5.5,,159000,97.3,616,160,424,3.96,27.2,97.7,112,72.3,86.6
AISC-W-W27X281,W,W27X281,W27X281,AISC-SHAPES,16.0,281,US_CUSTOMARY,83.1,11900,936,814,12,953,206,133,3.39,79.5,false,29.3,29.25,14.4,14.375,1.06,1.0625,0.5625,1.93,1.9375,2.72,3.125,1.75,23,5.5,,178000,98.5,685,176,466,4,27.4,98.6,113,73,87.4
AISC-W-W27X307,W,W27X307,W27X307,AISC-SHAPES,16.0,307,US_CUSTOMARY,90.2,13100,1030,887,12,1050,227,146,3.41,101,true,29.6,29.625,14.4,14.5,1.16,1.1875,0.625,2.09,2.0625,2.88,3.3125,1.8125,23,5.5,,199000,99,745,190,508,4.04,27.5,98.6,113,73.6,88
AISC-W-W27X336,W,W27X336,W27X336,AISC-SHAPES,16.0,336,US_CUSTOMARY,99.2,14600,1130,972,12.1,1180,252,162,3.45,131,true,30,30,14.6,14.5,1.26,1.25,0.625,2.28,2.25,3.07,3.5,1.8125,23,5.5,,226000,101,842,211,563,4.1,27.7,100,115,74.6,89.2
AISC-W-W27X368,W,W27X368,W27X368,AISC-SHAPES,16.0,368,US_CUSTOMARY,109,16200,1240,1060,12.2,1310,279,179,3.48,170,true,30.4,30.375,14.7,14.625,1.38,1.375,0.6875,2.48,2.5,3.27,3.6875,1.875,23,5.5,,255000,103,935,231,621,4.15,27.9,100,115,75.5,90.2
AISC-W-W27X539,W,W27X539,W27X539,AISC-SHAPES,16.0,539,US_CUSTOMARY,159,25600,1890,1570,12.7,2110,437,277,3.65,496,true,32.5,32.5,15.3,15.25,1.97,2,1,3.54,3.5625,4.33,4.4375,1.8125,23,5.5,,443000,111,1500,342,943,4.41,29,106,121,80.3,95.6
AISC-W-W27X84,W,W27X84,W27X84,AISC-SHAPES,16.0,84,US_CUSTOMARY,24.7,2850,244,213,10.7,106,33.2,21.2,2.07,2.81,false,26.7,26.75,10,10,0.46,0.4375,0.25,0.64,0.625,1.24,1.875,1.4375,23,5.5,,17900,65.2,104,39.8,121,2.54,26.1,81.5,91.5,63.4,73.4
AISC-W-W27X94,W,W27X94,W27X94,AISC-SHAPES,16.0,94,US_CUSTOMARY,27.6,3270,278,243,10.9,124,38.8,24.8,2.12,4.03,false,26.9,26.875,10,10,0.49,0.5,0.25,0.745,0.75,1.34,1.9375,1.4375,23,5.5,,21300,65.4,122,46.3,137,2.59,26.2,81.8,91.8,63.8,73.8
AISC-W-W30X108,W,W30X108,W30X108,AISC-SHAPES,16.0,108,US_CUSTOMARY,31.7,4470,346,299,11.9,146,43.9,27.9,2.15,4.99,false,29.8,29.875,10.5,10.5,0.545,0.5625,0.3125,0.76,0.75,1.41,2,1.5,25.75,5.5,,30900,76.2,152,54.9,170,2.67,29,88.9,99.4,70.1,80.6
AISC-W-W30X116,W,W30X116,W30X116,AISC-SHAPES,16.0,116,US_CUSTOMARY,34.2,4930,378,329,12,164,49.2,31.3,2.19,6.43,false,30,30,10.5,10.5,0.565,0.5625,0.3125,0.85,0.875,1.5,2.125,1.5,25.75,5.5,,34900,76.5,171,61.5,187,2.7,29.2,89.3,99.8,70.5,81
AISC-W-W30X124,W,W30X124,W30X124,AISC-SHAPES,16.0,124,US_CUSTOMARY,36.5,5360,408,355,12.1,181,54,34.4,2.23,7.99,false,30.2,30.125,10.5,10.5,0.585,0.5625,0.3125,0.93,0.9375,1.58,2.25,1.5,25.75,5.5,,38600,76.8,188,67.5,202,2.73,29.3,89.5,100,70.9,81.4
AISC-W-W30X132,W,W30X132,W30X132,AISC-SHAPES,16.0,132,US_CUSTOMARY,38.8,5770,437,380,12.2,196,58.4,37.2,2.25,9.72,false,30.3,30.25,10.5,10.5,0.615,0.625,0.3125,1,1,1.65,2.25,1.5,25.75,5.5,,42100,76.9,202,72.4,215,2.75,29.3,89.5,100,71.1,81.6
AISC-W-W30X148,W,W30X148,W30X148,AISC-SHAPES,16.0,148,US_CUSTOMARY,43.6,6680,500,436,12.4,227,68,43.3,2.28,14.5,false,30.7,30.625,10.5,10.5,0.65,0.625,0.3125,1.18,1.1875,1.83,2.5,1.5625,25.75,5.5,,49400,77.5,240,85.8,248,2.77,29.5,90.5,101,71.9,82.4
AISC-W-W30X173,W,W30X173,W30X173,AISC-SHAPES,16.0,173,US_CUSTOMARY,50.9,8230,607,541,12.7,598,123,79.8,3.42,15.6,false,30.4,30.5,15,15,0.655,0.625,0.3125,1.07,1.0625,1.85,2.3125,1.5625,25.75,5.5,3,129000,110,441,113,301,4.03,29.3,103,118,75.8,90.8
AISC-W-W30X191,W,W30X191,W30X191,AISC-SHAPES,16.0,191,US_CUSTOMARY,56.1,9200,675,600,12.8,673,138,89.5,3.46,21,false,30.7,30.625,15,15,0.71,0.6875,0.375,1.19,1.1875,1.97,2.5,1.5625,25.75,5.5,3,146000,111,494,125,335,4.06,29.5,104,119,76.4,91.4
AISC-W-W30X211,W,W30X211,W30X211,AISC-SHAPES,16.0,211,US_CUSTOMARY,62.3,10300,751,665,12.9,757,155,100,3.49,28.4,false,30.9,31,15.1,15.125,0.775,0.75,0.375,1.32,1.3125,2.1,2.5625,1.625,25.75,5.5,3,166000,112,556,140,372,4.11,29.6,104,119,76.9,92
AISC-W-W30X235,W,W30X235,W30X235,AISC-SHAPES,16.0,235,US_CUSTOMARY,69.3,11700,847,748,13,855,175,114,3.51,40.3,false,31.3,31.25,15.1,15,0.83,0.8125,0.4375,1.5,1.5,2.29,2.75,1.625,25.75,5.5,3,190000,112,637,159,421,4.13,29.8,105,120,77.7,92.8
AISC-W-W30X261,W,W30X261,W30X261,AISC-SHAPES,16.0,261,US_CUSTOMARY,77,13100,943,829,13.1,959,196,127,3.53,54.1,false,31.6,31.625,15.2,15.125,0.93,0.9375,0.5,1.65,1.625,2.44,2.9375,1.6875,25.75,5.5,3,215000,114,714,176,469,4.16,30,106,121,78.4,93.6
AISC-W-W30X292,W,W30X292,W30X292,AISC-SHAPES,16.0,292,US_CUSTOMARY,86,14900,1060,930,13.2,1100,223,144,3.58,75.2,false,32,32,15.3,15.25,1.02,1,0.5,1.85,1.875,2.64,3.125,1.75,25.75,5.5,3,250000,115,816,199,529,4.22,30.2,107,122,79.3,94.6
AISC-W-W30X326,W,W30X326,W30X326,AISC-SHAPES,16.0,326,US_CUSTOMARY,95.9,16800,1190,1040,13.2,1240,252,162,3.6,103,true,32.4,32.375,15.4,15.375,1.14,1.125,0.5625,2.05,2.0625,2.84,3.3125,1.75,25.75,5.5,3,287000,117,922,222,593,4.26,30.4,108,123,80.2,95.6
AISC-W-W30X357,W,W30X357,W30X357,AISC-SHAPES,16.0,357,US_CUSTOMARY,105,18700,1320,1140,13.3,1390,279,179,3.64,134,true,32.8,32.75,15.5,15.5,1.24,1.25,0.625,2.24,2.25,3.03,3.5,1.8125,25.75,5.5,3,324000,118,1030,244,655,4.31,30.6,108,124,81.1,96.6
AISC-W-W30X391,W,W30X391,W30X391,AISC-SHAPES,16.0,391,US_CUSTOMARY,115,20700,1450,1250,13.4,1550,310,198,3.67,173,true,33.2,33.25,15.6,15.625,1.36,1.375,0.6875,2.44,2.4375,3.23,3.75,1.875,25.75,5.5,3,366000,120,1140,267,722,4.37,30.8,109,125,82,97.6
