sectionId,family,ediDesignation,manualLabel,sourceId,sourceRevision,weightPerLength,nativeUnitSystem,A,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Ht,B,h,b,tnom,tdes,C
AISC-HSS-RECT-HSS6X3X_188,HSS-RECT,HSS6X3X.188,HSS6X3X3/16,AISC-SHAPES,16.0,10.7,US_CUSTOMARY,2.93,13.4,5.59,4.47,2.14,4.55,3.45,3.03,1.25,11.1,6,3,5.48,2.48,0.1875,0.174,5.71
AISC-HSS-RECT-HSS6X3X_250,HSS-RECT,HSS6X3X.250,HSS6X3X1/4,AISC-SHAPES,16.0,13.91,US_CUSTOMARY,3.84,17,7.19,5.66,2.1,5.7,4.41,3.8,1.22,14.2,6,3,5.3,2.3,0.25,0.233,7.39
AISC-HSS-RECT-HSS6X3X_313,HSS-RECT,HSS6X3X.313,HSS6X3X5/16,AISC-SHAPES,16.0,16.96,US_CUSTOMARY,4.68,20.1,8.61,6.69,2.07,6.67,5.27,4.45,1.19,16.9,6,3,5.13,2.13,0.3125,0.291,8.91
AISC-HSS-RECT-HSS6X3X_375,HSS-RECT,HSS6X3X.375,HSS6X3X3/8,AISC-SHAPES,16.0,19.82,US_CUSTOMARY,5.48,22.7,9.9,7.57,2.04,7.48,6.03,4.99,1.17,19.3,6,3,4.95,1.95,0.375,0.349,10.3
AISC-HSS-RECT-HSS6X3X_500,HSS-RECT,HSS6X3X.500,HSS6X3X1/2,AISC-SHAPES,16.0,25.03,US_CUSTOMARY,6.95,26.8,12.1,8.95,1.97,8.69,7.28,5.79,1.12,23.1,6,3,4.61,1.6,0.5,0.465,12.7
AISC-HSS-RECT-HSS6X4X_125,HSS-RECT,HSS6X4X.125,HSS6X4X1/8,AISC-SHAPES,16.0,8.16,US_CUSTOMARY,2.23,11.4,4.56,3.81,2.26,6.15,3.46,3.08,1.66,12.6,6,4,5.65,3.65,0.125,0.116,5.3
AISC-HSS-RECT-HSS6X4X_188,HSS-RECT,HSS6X4X.188,HSS6X4X3/16,AISC-SHAPES,16.0,11.97,US_CUSTOMARY,3.28,16.4,6.6,5.46,2.23,8.76,5,4.38,1.63,18.2,6,4,5.48,3.48,0.1875,0.174,7.74
AISC-HSS-RECT-HSS6X4X_250,HSS-RECT,HSS6X4X.250,HSS6X4X1/4,AISC-SHAPES,16.0,15.62,US_CUSTOMARY,4.3,20.9,8.53,6.96,2.2,11.1,6.45,5.56,1.61,23.6,6,4,5.3,3.3,0.25,0.233,10.1
AISC-HSS-RECT-HSS6X4X_313,HSS-RECT,HSS6X4X.313,HSS6X4X5/16,AISC-SHAPES,16.0,19.08,US_CUSTOMARY,5.26,24.8,10.3,8.27,2.17,13.2,7.75,6.58,1.58,28.4,6,4,5.13,3.13,0.3125,0.291,12.2
AISC-HSS-RECT-HSS6X4X_375,HSS-RECT,HSS6X4X.375,HSS6X4X3/8,AISC-SHAPES,16.0,22.37,US_CUSTOMARY,6.18,28.3,11.9,9.43,2.14,14.9,8.94,7.47,1.55,32.8,6,4,4.95,2.95,0.375,0.349,14.2
AISC-HSS-RECT-HSS6X4X_500,HSS-RECT,HSS6X4X.500,HSS6X4X1/2,AISC-SHAPES,16.0,28.43,US_CUSTOMARY,7.88,34,14.6,11.3,2.08,17.8,11,8.89,1.5,40.3,6,4,4.61,2.6,0.5,0.465,17.8
AISC-HSS-RECT-HSS6X5X_125,HSS-RECT,HSS6X5X.125,HSS6X5X1/8,AISC-SHAPES,16.0,9.01,US_CUSTOMARY,2.46,13.4,5.24,4.48,2.34,10.2,4.63,4.07,2.03,18,6,5,5.65,4.65,0.125,0.116,6.66
AISC-HSS-RECT-HSS6X5X_188,HSS-RECT,HSS6X5X.188,HSS6X5X3/16,AISC-SHAPES,16.0,13.25,US_CUSTOMARY,3.63,19.3,7.62,6.44,2.31,14.6,6.73,5.84,2.01,26.3,6,5,5.48,4.48,0.1875,0.174,9.76
AISC-HSS-RECT-HSS6X5X_250,HSS-RECT,HSS6X5X.250,HSS6X5X1/4,AISC-SHAPES,16.0,17.32,US_CUSTOMARY,4.77,24.7,9.87,8.25,2.28,18.7,8.72,7.47,1.98,34.2,6,5,5.3,4.3,0.25,0.233,12.8
AISC-HSS-RECT-HSS6X5X_313,HSS-RECT,HSS6X5X.313,HSS6X5X5/16,AISC-SHAPES,16.0,21.21,US_CUSTOMARY,5.85,29.6,11.9,9.85,2.25,22.3,10.5,8.91,1.95,41.4,6,5,5.13,4.13,0.3125,0.291,15.6
AISC-HSS-RECT-HSS6X5X_375,HSS-RECT,HSS6X5X.375,HSS6X5X3/8,AISC-SHAPES,16.0,24.93,US_CUSTOMARY,6.88,33.9,13.8,11.3,2.22,25.5,12.2,10.2,1.92,48.1,6,5,4.95,3.95,0.375,0.349,18.2
AISC-HSS-RECT-HSS6X5X_500,HSS-RECT,HSS6X5X.500,HSS6X5X1/2,AISC-SHAPES,16.0,31.84,US_CUSTOMARY,8.81,41.1,17.2,13.7,2.16,30.8,15.2,12.3,1.87,59.8,6,5,4.61,3.6,0.5,0.465,23
AISC-HSS-RECT-HSS6X6X_125,HSS-RECT,HSS6X6X.125,HSS6X6X1/8,AISC-SHAPES,16.0,9.86,US_CUSTOMARY,2.7,15.5,5.92,5.15,2.39,15.5,5.92,5.15,2.39,23.9,6,6,5.65,5.65,0.125,0.116,8.03
AISC-HSS-RECT-HSS6X6X_188,HSS-RECT,HSS6X6X.188,HSS6X6X3/16,AISC-SHAPES,16.0,14.53,US_CUSTOMARY,3.98,22.3,8.63,7.42,2.37,22.3,8.63,7.42,2.37,35,6,6,5.48,5.48,0.1875,0.174,11.8
AISC-HSS-RECT-HSS6X6X_250,HSS-RECT,HSS6X6X.250,HSS6X6X1/4,AISC-SHAPES,16.0,19.02,US_CUSTOMARY,5.24,28.6,11.2,9.54,2.34,28.6,11.2,9.54,2.34,45.6,6,6,5.3,5.3,0.25,0.233,15.4
AISC-HSS-RECT-HSS6X6X_313,HSS-RECT,HSS6X6X.313,HSS6X6X5/16,AISC-SHAPES,16.0,23.34,US_CUSTOMARY,6.43,34.3,13.6,11.4,2.31,34.3,13.6,11.4,2.31,55.4,6,6,5.13,5.13,0.3125,0.291,18.9
AISC-HSS-RECT-HSS6X6X_375,HSS-RECT,HSS6X6X.375,HSS6X6X3/8,AISC-SHAPES,16.0,27.48,US_CUSTOMARY,7.58,39.5,15.8,13.2,2.28,39.5,15.8,13.2,2.28,64.6,6,6,4.95,4.95,0.375,0.349,22.1
AISC-HSS-RECT-HSS6X6X_500,HSS-RECT,HSS6X6X.500,HSS6X6X1/2,AISC-SHAPES,16.0,35.24,US_CUSTOMARY,9.74,48.3,19.8,16.1,2.23,48.3,19.8,16.1,2.23,81.1,6,6,4.61,4.61,0.5,0.465,28.1
AISC-HSS-RECT-HSS6X6X_625,HSS-RECT,HSS6X6X.625,HSS6X6X5/8,AISC-SHAPES,16.0,42.3,US_CUSTOMARY,11.7,55.2,23.2,18.4,2.17,55.2,23.2,18.4,2.17,94.9,6,6,4.26,4.26,0.625,0.581,33.4
AISC-HSS-RECT-HSS7X2X_125,HSS-RECT,HSS7X2X.125,HSS7X2X1/8,AISC-SHAPES,16.0,7.31,US_CUSTOMARY,2,11.1,4.13,3.16,2.35,1.52,1.68,1.52,0.871,4.51,7,2,6.65,1.65,0.125,0.116,3
AISC-HSS-RECT-HSS7X2X_188,HSS-RECT,HSS7X2X.188,HSS7X2X3/16,AISC-SHAPES,16.0,10.7,US_CUSTOMARY,2.93,15.7,5.95,4.49,2.31,2.1,2.39,2.1,0.845,6.35,7,2,6.48,1.48,0.1875,0.174,4.32
AISC-HSS-RECT-HSS7X2X_250,HSS-RECT,HSS7X2X.250,HSS7X2X1/4,AISC-SHAPES,16.0,13.91,US_CUSTOMARY,3.84,19.8,7.64,5.67,2.27,2.58,3.02,2.58,0.819,7.95,7,2,6.3,1.3,0.25,0.233,5.52
AISC-HSS-RECT-HSS7X3X_125,HSS-RECT,HSS7X3X.125,HSS7X3X1/8,AISC-SHAPES,16.0,8.16,US_CUSTOMARY,2.23,13.8,4.93,3.95,2.49,3.71,2.73,2.48,1.29,9.48,7,3,6.65,2.65,0.125,0.116,4.6
AISC-HSS-RECT-HSS7X3X_188,HSS-RECT,HSS7X3X.188,HSS7X3X3/16,AISC-SHAPES,16.0,11.97,US_CUSTOMARY,3.28,19.8,7.14,5.65,2.45,5.24,3.94,3.5,1.26,13.7,7,3,6.48,2.48,0.1875,0.174,6.69
AISC-HSS-RECT-HSS7X3X_250,HSS-RECT,HSS7X3X.250,HSS7X3X1/4,AISC-SHAPES,16.0,15.62,US_CUSTOMARY,4.3,25.2,9.22,7.19,2.42,6.6,5.06,4.4,1.24,17.5,7,3,6.3,2.3,0.25,0.233,8.68
AISC-HSS-RECT-HSS7X3X_313,HSS-RECT,HSS7X3X.313,HSS7X3X5/16,AISC-SHAPES,16.0,19.08,US_CUSTOMARY,5.26,29.9,11.1,8.54,2.38,7.74,6.05,5.16,1.21,20.9,7,3,6.13,2.13,0.3125,0.291,10.5
AISC-HSS-RECT-HSS7X3X_375,HSS-RECT,HSS7X3X.375,HSS7X3X3/8,AISC-SHAPES,16.0,22.37,US_CUSTOMARY,6.18,34.1,12.8,9.73,2.35,8.71,6.95,5.81,1.19,23.9,7,3,5.95,1.95,0.375,0.349,12.1
AISC-HSS-RECT-HSS7X3X_500,HSS-RECT,HSS7X3X.500,HSS7X3X1/2,AISC-SHAPES,16.0,28.43,US_CUSTOMARY,7.88,40.7,15.8,11.6,2.27,10.2,8.46,6.8,1.14,28.6,7,3,5.6,1.6,0.5,0.465,15
AISC-HSS-RECT-HSS7X4X_125,HSS-RECT,HSS7X4X.125,HSS7X4X1/8,AISC-SHAPES,16.0,9.01,US_CUSTOMARY,2.46,16.6,5.73,4.73,2.59,7.03,3.91,3.51,1.69,15.6,7,4,6.65,3.65,0.125,0.116,6.2
AISC-HSS-RECT-HSS7X4X_188,HSS-RECT,HSS7X4X.188,HSS7X4X3/16,AISC-SHAPES,16.0,13.25,US_CUSTOMARY,3.63,23.8,8.33,6.81,2.56,10,5.67,5.02,1.66,22.7,7,4,6.48,3.48,0.1875,0.174,9.07
AISC-HSS-RECT-HSS7X4X_250,HSS-RECT,HSS7X4X.250,HSS7X4X1/4,AISC-SHAPES,16.0,17.32,US_CUSTOMARY,4.77,30.5,10.8,8.72,2.53,12.8,7.33,6.38,1.64,29.3,7,4,6.3,3.3,0.25,0.233,11.8
AISC-HSS-RECT-HSS7X4X_313,HSS-RECT,HSS7X4X.313,HSS7X4X5/16,AISC-SHAPES,16.0,21.21,US_CUSTOMARY,5.85,36.5,13.1,10.4,2.5,15.2,8.83,7.58,1.61,35.4,7,4,6.13,3.13,0.3125,0.291,14.4
AISC-HSS-RECT-HSS7X4X_375,HSS-RECT,HSS7X4X.375,HSS7X4X3/8,AISC-SHAPES,16.0,24.93,US_CUSTOMARY,6.88,41.8,15.1,11.9,2.46,17.3,10.2,8.63,1.58,41,7,4,5.95,2.95,0.375,0.349,16.8
AISC-HSS-RECT-HSS7X4X_500,HSS-RECT,HSS7X4X.500,HSS7X4X1/2,AISC-SHAPES,16.0,31.84,US_CUSTOMARY,8.81,50.7,18.8,14.5,2.4,20.7,12.6,10.4,1.53,50.5,7,4,5.6,2.6,0.5,0.465,21.1
AISC-HSS-RECT-HSS7X5X_125,HSS-RECT,HSS7X5X.125,HSS7X5X1/8,AISC-SHAPES,16.0,9.86,US_CUSTOMARY,2.7,19.3,6.53,5.52,2.68,11.6,5.2,4.63,2.07,22.5,7,5,6.65,4.65,0.125,0.116,7.79
AISC-HSS-RECT-HSS7X5X_188,HSS-RECT,HSS7X5X.188,HSS7X5X3/16,AISC-SHAPES,16.0,14.53,US_CUSTOMARY,3.98,27.9,9.52,7.96,2.65,16.6,7.57,6.65,2.05,32.9,7,5,6.48,4.48,0.1875,0.174,11.4
AISC-HSS-RECT-HSS7X5X_250,HSS-RECT,HSS7X5X.250,HSS7X5X1/4,AISC-SHAPES,16.0,19.02,US_CUSTOMARY,5.24,35.9,12.4,10.2,2.62,21.3,9.83,8.53,2.02,42.9,7,5,6.3,4.3,0.25,0.233,15
AISC-HSS-RECT-HSS7X5X_313,HSS-RECT,HSS7X5X.313,HSS7X5X5/16,AISC-SHAPES,16.0,23.34,US_CUSTOMARY,6.43,43,15,12.3,2.59,25.5,11.9,10.2,1.99,52.1,7,5,6.13,4.13,0.3125,0.291,18.3
AISC-HSS-RECT-HSS7X5X_375,HSS-RECT,HSS7X5X.375,HSS7X5X3/8,AISC-SHAPES,16.0,27.48,US_CUSTOMARY,7.58,49.5,17.5,14.1,2.56,29.3,13.8,11.7,1.97,60.6,7,5,5.95,3.95,0.375,0.349,21.4
AISC-HSS-RECT-HSS7X5X_500,HSS-RECT,HSS7X5X.500,HSS7X5X1/2,AISC-SHAPES,16.0,35.24,US_CUSTOMARY,9.74,60.6,21.9,17.3,2.5,35.6,17.3,14.2,1.91,75.8,7,5,5.6,3.6,0.5,0.465,27.2
AISC-HSS-RECT-HSS7X7X_125,HSS-RECT,HSS7X7X.125,HSS7X7X1/8,AISC-SHAPES,16.0,11.56,US_CUSTOMARY,3.16,24.8,8.13,7.09,2.8,24.8,8.13,7.09,2.8,38.2,7,7,6.65,6.65,0.125,0.116,11
AISC-HSS-RECT-HSS7X7X_188,HSS-RECT,HSS7X7X.188,HSS7X7X3/16,AISC-SHAPES,16.0,17.08,US_CUSTOMARY,4.67,36,11.9,10.3,2.77,36,11.9,10.3,2.77,56.1,7,7,6.48,6.48,0.1875,0.174,16.2
AISC-HSS-RECT-HSS7X7X_250,HSS-RECT,HSS7X7X.250,HSS7X7X1/4,AISC-SHAPES,16.0,22.42,US_CUSTOMARY,6.17,46.5,15.5,13.3,2.75,46.5,15.5,13.3,2.75,73.5,7,7,6.3,6.3,0.25,0.233,21.3
AISC-HSS-RECT-HSS7X7X_313,HSS-RECT,HSS7X7X.313,HSS7X7X5/16,AISC-SHAPES,16.0,27.59,US_CUSTOMARY,7.59,56.1,18.9,16,2.72,56.1,18.9,16,2.72,89.7,7,7,6.13,6.13,0.3125,0.291,26.1
AISC-HSS-RECT-HSS7X7X_375,HSS-RECT,HSS7X7X.375,HSS7X7X3/8,AISC-SHAPES,16.0,32.58,US_CUSTOMARY,8.97,65,22.1,18.6,2.69,65,22.1,18.6,2.69,105,7,7,5.95,5.95,0.375,0.349,30.7
AISC-HSS-RECT-HSS7X7X_500,HSS-RECT,HSS7X7X.500,HSS7X7X1/2,AISC-SHAPES,16.0,42.05,US_CUSTOMARY,11.6,80.5,27.9,23,2.63,80.5,27.9,23,2.63,133,7,7,5.6,5.6,0.5,0.465,39.3
AISC-HSS-RECT-HSS7X7X_625,HSS-RECT,HSS7X7X.625,HSS7X7X5/8,AISC-SHAPES,16.0,50.81,US_CUSTOMARY,14,93.4,33.1,26.7,2.58,93.4,33.1,26.7,2.58,158,7,7,5.26,5.26,0.625,0.581,47.1
AISC-HSS-RECT-HSS8X2X_125,HSS-RECT,HSS8X2X.125,HSS8X2X1/8,AISC-SHAPES,16.0,8.16,US_CUSTOMARY,2.23,15.7,5.19,3.93,2.65,1.72,1.9,1.72,0.879,5.3,8,2,7.65,1.65,0.125,0.116,3.44
AISC-HSS-RECT-HSS8X2X_188,HSS-RECT,HSS8X2X.188,HSS8X2X3/16,AISC-SHAPES,16.0,11.97,US_CUSTOMARY,3.28,22.4,7.51,5.61,2.61,2.39,2.7,2.39,0.853,7.48,8,2,7.48,1.48,0.1875,0.174,4.95
AISC-HSS-RECT-HSS8X2X_250,HSS-RECT,HSS8X2X.250,HSS8X2X1/4,AISC-SHAPES,16.0,15.62,US_CUSTOMARY,4.3,28.5,9.68,7.12,2.57,2.94,3.43,2.94,0.827,9.36,8,2,7.3,1.3,0.25,0.233,6.35
AISC-HSS-RECT-HSS8X2X_313,HSS-RECT,HSS8X2X.313,HSS8X2X5/16,AISC-SHAPES,16.0,19.08,US_CUSTOMARY,5.26,33.7,11.6,8.43,2.53,3.38,4.06,3.38,0.802,10.9,8,2,7.13,1.13,0.3125,0.291,7.57
AISC-HSS-RECT-HSS8X2X_375,HSS-RECT,HSS8X2X.375,HSS8X2X3/8,AISC-SHAPES,16.0,22.37,US_CUSTOMARY,6.18,38.2,13.4,9.56,2.49,3.73,4.61,3.73,0.777,12.1,8,2,6.95,0.953,0.375,0.349,8.65
AISC-HSS-RECT-HSS8X2X_500,HSS-RECT,HSS8X2X.500,HSS8X2X1/2,AISC-SHAPES,16.0,28.43,US_CUSTOMARY,7.88,45.3,16.5,11.3,2.4,4.19,5.47,4.19,0.73,13.6,8,2,6.61,0.605,0.5,0.465,10.4
AISC-HSS-RECT-HSS8X3X_125,HSS-RECT,HSS8X3X.125,HSS8X3X1/8,AISC-SHAPES,16.0,9.01,US_CUSTOMARY,2.46,19.3,6.11,4.83,2.8,4.2,3.07,2.8,1.31,11.3,8,3,7.65,2.65,0.125,0.116,5.27
AISC-HSS-RECT-HSS8X3X_188,HSS-RECT,HSS8X3X.188,HSS8X3X3/16,AISC-SHAPES,16.0,13.25,US_CUSTOMARY,3.63,27.8,8.87,6.94,2.77,5.94,4.43,3.96,1.28,16.2,8,3,7.48,2.48,0.1875,0.174,7.68
AISC-HSS-RECT-HSS8X3X_250,HSS-RECT,HSS8X3X.250,HSS8X3X1/4,AISC-SHAPES,16.0,17.32,US_CUSTOMARY,4.77,35.5,11.5,8.88,2.73,7.49,5.7,4.99,1.25,20.8,8,3,7.3,2.3,0.25,0.233,10
AISC-HSS-RECT-HSS8X3X_313,HSS-RECT,HSS8X3X.313,HSS8X3X5/16,AISC-SHAPES,16.0,21.21,US_CUSTOMARY,5.85,42.4,13.9,10.6,2.69,8.81,6.84,5.87,1.23,24.9,8,3,7.13,2.13,0.3125,0.291,12.1
AISC-HSS-RECT-HSS8X3X_375,HSS-RECT,HSS8X3X.375,HSS8X3X3/8,AISC-SHAPES,16.0,24.93,US_CUSTOMARY,6.88,48.5,16.1,12.1,2.65,10,7.88,6.63,1.2,28.5,8,3,6.95,1.95,0.375,0.349,14
AISC-HSS-RECT-HSS8X3X_500,HSS-RECT,HSS8X3X.500,HSS8X3X1/2,AISC-SHAPES,16.0,31.84,US_CUSTOMARY,8.81,58.6,20,14.6,2.58,11.7,9.64,7.81,1.15,34.3,8,3,6.6,1.6,0.5,0.465,17.4
AISC-HSS-RECT-HSS8X4X_125,HSS-RECT,HSS8X4X.125,HSS8X4X1/8,AISC-SHAPES,16.0,9.86,US_CUSTOMARY,2.7,22.9,7.02,5.73,2.92,7.9,4.36,3.95,1.71,18.7,8,4,7.65,3.65,0.125,0.116,7.1
AISC-HSS-RECT-HSS8X4X_188,HSS-RECT,HSS8X4X.188,HSS8X4X3/16,AISC-SHAPES,16.0,14.53,US_CUSTOMARY,3.98,33.1,10.2,8.27,2.88,11.3,6.33,5.65,1.69,27.2,8,4,7.48,3.48,0.1875,0.174,10.4
AISC-HSS-RECT-HSS8X4X_250,HSS-RECT,HSS8X4X.250,HSS8X4X1/4,AISC-SHAPES,16.0,19.02,US_CUSTOMARY,5.24,42.5,13.3,10.6,2.85,14.4,8.2,7.21,1.66,35.3,8,4,7.3,3.3,0.25,0.233,13.6
AISC-HSS-RECT-HSS8X4X_313,HSS-RECT,HSS8X4X.313,HSS8X4X5/16,AISC-SHAPES,16.0,23.34,US_CUSTOMARY,6.43,51,16.1,12.8,2.82,17.2,9.91,8.58,1.63,42.6,8,4,7.13,3.13,0.3125,0.291,16.5
AISC-HSS-RECT-HSS8X4X_375,HSS-RECT,HSS8X4X.375,HSS8X4X3/8,AISC-SHAPES,16.0,27.48,US_CUSTOMARY,7.58,58.7,18.8,14.7,2.78,19.6,11.5,9.8,1.61,49.3,8,4,6.95,2.95,0.375,0.349,19.3
AISC-HSS-RECT-HSS8X4X_500,HSS-RECT,HSS8X4X.500,HSS8X4X1/2,AISC-SHAPES,16.0,35.24,US_CUSTOMARY,9.74,71.8,23.5,17.9,2.71,23.6,14.3,11.8,1.56,61.1,8,4,6.6,2.6,0.5,0.465,24.4
AISC-HSS-RECT-HSS8X4X_625,HSS-RECT,HSS8X4X.625,HSS8X4X5/8,AISC-SHAPES,16.0,42.3,US_CUSTOMARY,11.7,82,27.4,20.5,2.64,26.6,16.6,13.3,1.51,70.3,8,4,6.26,2.26,0.625,0.581,28.7
AISC-HSS-RECT-HSS8X6X_188,HSS-RECT,HSS8X6X.188,HSS8X6X3/16,AISC-SHAPES,16.0,17.08,US_CUSTOMARY,4.67,43.7,13,10.9,3.06,28.2,10.7,9.39,2.46,53.7,8,6,7.48,5.48,0.1875,0.174,15.8
AISC-HSS-RECT-HSS8X6X_250,HSS-RECT,HSS8X6X.250,HSS8X6X1/4,AISC-SHAPES,16.0,22.42,US_CUSTOMARY,6.17,56.6,16.9,14.2,3.03,36.4,13.9,12.1,2.43,70.3,8,6,7.3,5.3,0.25,0.233,20.8
AISC-HSS-RECT-HSS8X6X_313,HSS-RECT,HSS8X6X.313,HSS8X6X5/16,AISC-SHAPES,16.0,27.59,US_CUSTOMARY,7.59,68.3,20.6,17.1,3,43.8,16.9,14.6,2.4,85.8,8,6,7.13,5.13,0.3125,0.291,25.5
AISC-HSS-RECT-HSS8X6X_375,HSS-RECT,HSS8X6X.375,HSS8X6X3/8,AISC-SHAPES,16.0,32.58,US_CUSTOMARY,8.97,79.1,24.1,19.8,2.97,50.6,19.8,16.9,2.38,100,8,6,6.95,4.95,0.375,0.349,30
AISC-HSS-RECT-HSS8X6X_500,HSS-RECT,HSS8X6X.500,HSS8X6X1/2,AISC-SHAPES,16.0,42.05,US_CUSTOMARY,11.6,98.2,30.5,24.6,2.91,62.5,24.9,20.8,2.32,127,8,6,6.6,4.61,0.5,0.465,38.4
AISC-HSS-RECT-HSS8X6X_625,HSS-RECT,HSS8X6X.625,HSS8X6X5/8,AISC-SHAPES,16.0,50.81,US_CUSTOMARY,14,114,36.1,28.5,2.85,72.3,29.5,24.1,2.27,150,8,6,6.26,4.26,0.625,0.581,46
AISC-HSS-RECT-HSS8X8X_125,HSS-RECT,HSS8X8X.125,HSS8X8X1/8,AISC-SHAPES,16.0,13.26,US_CUSTOMARY,3.62,37.4,10.7,9.34,3.21,37.4,10.7,9.34,3.21,57.3,8,8,7.65,7.65,0.125,0.116,14.4
AISC-HSS-RECT-HSS8X8X_188,HSS-RECT,HSS8X8X.188,HSS8X8X3/16,AISC-SHAPES,16.0,19.63,US_CUSTOMARY,5.37,54.4,15.7,13.6,3.18,54.4,15.7,13.6,3.18,84.5,8,8,7.48,7.48,0.1875,0.174,21.3
AISC-HSS-RECT-HSS8X8X_250,HSS-RECT,HSS8X8X.250,HSS8X8X1/4,AISC-SHAPES,16.0,25.82,US_CUSTOMARY,7.1,70.7,20.5,17.7,3.15,70.7,20.5,17.7,3.15,111,8,8,7.3,7.3,0.25,0.233,28.1
AISC-HSS-RECT-HSS8X8X_313,HSS-RECT,HSS8X8X.313,HSS8X8X5/16,AISC-SHAPES,16.0,31.84,US_CUSTOMARY,8.76,85.6,25.1,21.4,3.13,85.6,25.1,21.4,3.13,136,8,8,7.13,7.13,0.3125,0.291,34.5
AISC-HSS-RECT-HSS8X8X_375,HSS-RECT,HSS8X8X.375,HSS8X8X3/8,AISC-SHAPES,16.0,37.69,US_CUSTOMARY,10.4,100,29.4,24.9,3.1,100,29.4,24.9,3.1,160,8,8,6.95,6.95,0.375,0.349,40.7
AISC-HSS-RECT-HSS8X8X_500,HSS-RECT,HSS8X8X.500,HSS8X8X1/2,AISC-SHAPES,16.0,48.85,US_CUSTOMARY,13.5,125,37.5,31.2,3.04,125,37.5,31.2,3.04,204,8,8,6.6,6.6,0.5,0.465,52.4
AISC-HSS-RECT-HSS8X8X_625,HSS-RECT,HSS8X8X.625,HSS8X8X5/8,AISC-SHAPES,16.0,59.32,US_CUSTOMARY,16.4,146,44.7,36.5,2.99,146,44.7,36.5,2.99,244,8,8,6.26,6.26,0.625,0.581,63.2
AISC-HSS-RECT-HSS9X3X_188,HSS-RECT,HSS9X3X.188,HSS9X3X3/16,AISC-SHAPES,16.0,14.53,US_CUSTOMARY,3.98,37.6,10.8,8.35,3.07,6.64,4.92,4.42,1.29,18.9,9,3,8.48,2.48,0.1875,0.174,8.66
AISC-HSS-RECT-HSS9X3X_250,HSS-RECT,HSS9X3X.250,HSS9X3X1/4,AISC-SHAPES,16.0,19.02,US_CUSTOMARY,5.24,48.2,14,10.7,3.04,8.38,6.35,5.59,1.27,24.2,9,3,8.3,2.3,0.25,0.233,11.3
AISC-HSS-RECT-HSS9X3X_313,HSS-RECT,HSS9X3X.313,HSS9X3X5/16,AISC-SHAPES,16.0,23.34,US_CUSTOMARY,6.43,57.7,16.9,12.8,3,9.88,7.63,6.59,1.24,28.9,9,3,8.13,2.13,0.3125,0.291,13.6
AISC-HSS-RECT-HSS9X3X_375,HSS-RECT,HSS9X3X.375,HSS9X3X3/8,AISC-SHAPES,16.0,27.48,US_CUSTOMARY,7.58,66.3,19.7,14.7,2.96,11.2,8.8,7.45,1.21,33.1,9,3,7.95,1.95,0.375,0.349,15.8
AISC-HSS-RECT-HSS9X3X_500,HSS-RECT,HSS9X3X.500,HSS9X3X1/2,AISC-SHAPES,16.0,35.24,US_CUSTOMARY,9.74,80.8,24.6,18,2.88,13.2,10.8,8.81,1.17,40,9,3,7.6,1.6,0.5,0.465,19.7
AISC-HSS-RECT-HSS9X5X_188,HSS-RECT,HSS9X5X.188,HSS9X5X3/16,AISC-SHAPES,16.0,17.08,US_CUSTOMARY,4.67,51.1,13.8,11.4,3.31,20.7,9.25,8.28,2.1,46.9,9,5,8.48,4.48,0.1875,0.174,14.8
AISC-HSS-RECT-HSS9X5X_250,HSS-RECT,HSS9X5X.250,HSS9X5X1/4,AISC-SHAPES,16.0,22.42,US_CUSTOMARY,6.17,66.1,18.1,14.7,3.27,26.6,12,10.6,2.08,61.2,9,5,8.3,4.3,0.25,0.233,19.4
AISC-HSS-RECT-HSS9X5X_313,HSS-RECT,HSS9X5X.313,HSS9X5X5/16,AISC-SHAPES,16.0,27.59,US_CUSTOMARY,7.59,79.8,22,17.7,3.24,32,14.6,12.8,2.05,74.4,9,5,8.13,4.13,0.3125,0.291,23.8
AISC-HSS-RECT-HSS9X5X_375,HSS-RECT,HSS9X5X.375,HSS9X5X3/8,AISC-SHAPES,16.0,32.58,US_CUSTOMARY,8.97,92.5,25.7,20.5,3.21,36.8,17.1,14.7,2.03,86.9,9,5,7.95,3.95,0.375,0.349,27.9
AISC-HSS-RECT-HSS9X5X_500,HSS-RECT,HSS9X5X.500,HSS9X5X1/2,AISC-SHAPES,16.0,42.05,US_CUSTOMARY,11.6,115,32.5,25.5,3.14,45.2,21.5,18.1,1.97,109,9,5,7.6,3.6,0.5,0.465,35.6
AISC-HSS-RECT-HSS9X5X_625,HSS-RECT,HSS9X5X.625,HSS9X5X5/8,AISC-SHAPES,16.0,50.81,US_CUSTOMARY,14,133,38.5,29.6,3.08,52,25.3,20.8,1.92,128,9,5,7.26,3.26,0.625,0.581,42.5
AISC-HSS-RECT-HSS9X7X_188,HSS-RECT,HSS9X7X.188,HSS9X7X3/16,AISC-SHAPES,16.0,19.63,US_CUSTOMARY,5.37,64.7,16.9,14.4,3.47,44.1,14.3,12.6,2.87,81.7,9,7,8.48,6.48,0.1875,0.174,20.9
AISC-HSS-RECT-HSS9X7X_250,HSS-RECT,HSS9X7X.250,HSS9X7X1/4,AISC-SHAPES,16.0,25.82,US_CUSTOMARY,7.1,84.1,22.2,18.7,3.44,57.2,18.7,16.3,2.84,107,9,7,8.3,6.3,0.25,0.233,27.6
