sectionId,family,ediDesignation,manualLabel,sourceId,sourceRevision,weightPerLength,nativeUnitSystem,A,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,Ht,B,h,b,tnom,tdes,C
AISC-HSS-RECT-HSS14X14X_750,HSS-RECT,HSS14X14X.750,HSS14X14X3/4,AISC-SHAPES,16.0,130.33,US_CUSTOMARY,35.9,1040,177,149,5.38,1040,177,149,5.38,1680,14,14,11.9,11.9,0.75,0.698,246
AISC-HSS-RECT-HSS14X14X_875,HSS-RECT,HSS14X14X.875,HSS14X14X7/8,AISC-SHAPES,16.0,149.61,US_CUSTOMARY,41.2,1170,201,167,5.33,1170,201,167,5.33,1910,14,14,11.6,11.6,0.875,0.814,281
AISC-HSS-RECT-HSS14X4X_188,HSS-RECT,HSS14X4X.188,HSS14X4X3/16,AISC-SHAPES,16.0,22.18,US_CUSTOMARY,6.06,137,25.3,19.5,4.74,19,10.3,9.48,1.77,55.8,14,4,13.5,3.48,0.1875,0.174,18.4
AISC-HSS-RECT-HSS14X4X_250,HSS-RECT,HSS14X4X.250,HSS14X4X1/4,AISC-SHAPES,16.0,29.23,US_CUSTOMARY,8.03,178,33.2,25.4,4.71,24.4,13.5,12.2,1.74,72.4,14,4,13.3,3.3,0.25,0.233,24.1
AISC-HSS-RECT-HSS14X4X_313,HSS-RECT,HSS14X4X.313,HSS14X4X5/16,AISC-SHAPES,16.0,36.1,US_CUSTOMARY,9.92,216,40.6,30.9,4.67,29.2,16.4,14.6,1.72,87.7,14,4,13.1,3.13,0.3125,0.291,29.5
AISC-HSS-RECT-HSS14X4X_375,HSS-RECT,HSS14X4X.375,HSS14X4X3/8,AISC-SHAPES,16.0,42.79,US_CUSTOMARY,11.8,252,47.8,36,4.63,33.6,19.1,16.8,1.69,102,14,4,13,2.95,0.375,0.349,34.6
AISC-HSS-RECT-HSS14X4X_500,HSS-RECT,HSS14X4X.500,HSS14X4X1/2,AISC-SHAPES,16.0,55.66,US_CUSTOMARY,15.3,317,61,45.3,4.55,41.2,24.1,20.6,1.64,127,14,4,12.6,2.6,0.5,0.465,44.1
AISC-HSS-RECT-HSS14X4X_625,HSS-RECT,HSS14X4X.625,HSS14X4X5/8,AISC-SHAPES,16.0,67.82,US_CUSTOMARY,18.7,373,73.1,53.3,4.47,47.2,28.5,23.6,1.59,148,14,4,12.3,2.26,0.625,0.581,52.6
AISC-HSS-RECT-HSS14X6X_188,HSS-RECT,HSS14X6X.188,HSS14X6X3/16,AISC-SHAPES,16.0,24.73,US_CUSTOMARY,6.76,170,30.1,24.3,5.01,45.9,16.7,15.3,2.61,116,14,6,13.5,5.48,0.1875,0.174,28
AISC-HSS-RECT-HSS14X6X_250,HSS-RECT,HSS14X6X.250,HSS14X6X1/4,AISC-SHAPES,16.0,32.63,US_CUSTOMARY,8.96,222,39.6,31.7,4.98,59.6,22,19.9,2.58,152,14,6,13.3,5.3,0.25,0.233,36.9
AISC-HSS-RECT-HSS14X6X_313,HSS-RECT,HSS14X6X.313,HSS14X6X5/16,AISC-SHAPES,16.0,40.35,US_CUSTOMARY,11.1,271,48.6,38.7,4.94,72.3,26.9,24.1,2.55,186,14,6,13.1,5.13,0.3125,0.291,45.5
AISC-HSS-RECT-HSS14X6X_375,HSS-RECT,HSS14X6X.375,HSS14X6X3/8,AISC-SHAPES,16.0,47.9,US_CUSTOMARY,13.2,317,57.3,45.3,4.91,84.1,31.6,28,2.53,219,14,6,13,4.95,0.375,0.349,53.7
AISC-HSS-RECT-HSS14X6X_500,HSS-RECT,HSS14X6X.500,HSS14X6X1/2,AISC-SHAPES,16.0,62.46,US_CUSTOMARY,17.2,402,73.6,57.4,4.84,105,40.4,35.1,2.48,279,14,6,12.6,4.61,0.5,0.465,69.3
AISC-HSS-RECT-HSS14X6X_625,HSS-RECT,HSS14X6X.625,HSS14X6X5/8,AISC-SHAPES,16.0,76.33,US_CUSTOMARY,21,478,88.7,68.3,4.77,124,48.4,41.2,2.43,334,14,6,12.3,4.26,0.625,0.581,83.7
AISC-HSS-RECT-HSS14X8X_188,HSS-RECT,HSS14X8X.188,HSS14X8X3/16,AISC-SHAPES,16.0,27.29,US_CUSTOMARY,7.46,203,34.9,29,5.22,86.4,23.8,21.6,3.4,190,14,8,13.5,7.48,0.1875,0.174,37.6
AISC-HSS-RECT-HSS14X8X_250,HSS-RECT,HSS14X8X.250,HSS14X8X1/4,AISC-SHAPES,16.0,36.03,US_CUSTOMARY,9.9,266,46,38,5.19,113,31.4,28.2,3.38,250,14,8,13.3,7.3,0.25,0.233,49.8
AISC-HSS-RECT-HSS14X8X_313,HSS-RECT,HSS14X8X.313,HSS14X8X5/16,AISC-SHAPES,16.0,44.6,US_CUSTOMARY,12.2,325,56.6,46.5,5.15,138,38.6,34.4,3.35,308,14,8,13.1,7.13,0.3125,0.291,61.4
AISC-HSS-RECT-HSS14X8X_375,HSS-RECT,HSS14X8X.375,HSS14X8X3/8,AISC-SHAPES,16.0,53,US_CUSTOMARY,14.6,382,66.8,54.6,5.12,161,45.5,40.2,3.32,363,14,8,13,6.95,0.375,0.349,72.7
AISC-HSS-RECT-HSS14X8X_500,HSS-RECT,HSS14X8X.500,HSS14X8X1/2,AISC-SHAPES,16.0,69.27,US_CUSTOMARY,19,487,86.2,69.6,5.06,204,58.5,51,3.27,469,14,8,12.6,6.61,0.5,0.465,94.5
AISC-HSS-RECT-HSS14X8X_625,HSS-RECT,HSS14X8X.625,HSS14X8X5/8,AISC-SHAPES,16.0,84.84,US_CUSTOMARY,23.3,582,104,83.2,5,242,70.5,60.6,3.22,566,14,8,12.3,6.26,0.625,0.581,115
AISC-HSS-RECT-HSS16X10X_250,HSS-RECT,HSS16X10X.250,HSS16X10X1/4,AISC-SHAPES,16.0,42.84,US_CUSTOMARY,11.8,426,63.7,53.3,6.02,208,46.3,41.6,4.21,437,16,10,15.3,9.3,0.25,0.233,71.7
AISC-HSS-RECT-HSS16X10X_313,HSS-RECT,HSS16X10X.313,HSS16X10X5/16,AISC-SHAPES,16.0,53.11,US_CUSTOMARY,14.6,523,78.6,65.4,5.99,255,57,50.9,4.18,539,16,10,15.1,9.13,0.3125,0.291,88.7
AISC-HSS-RECT-HSS16X10X_375,HSS-RECT,HSS16X10X.375,HSS16X10X3/8,AISC-SHAPES,16.0,63.21,US_CUSTOMARY,17.3,616,93,77,5.96,299,67.4,59.9,4.15,639,16,10,15,8.95,0.375,0.349,105
AISC-HSS-RECT-HSS16X10X_500,HSS-RECT,HSS16X10X.500,HSS16X10X1/2,AISC-SHAPES,16.0,82.88,US_CUSTOMARY,22.8,792,121,99,5.9,383,87.3,76.6,4.1,829,16,10,14.6,8.61,0.5,0.465,137
AISC-HSS-RECT-HSS16X10X_625,HSS-RECT,HSS16X10X.625,HSS16X10X5/8,AISC-SHAPES,16.0,101.85000000000001,US_CUSTOMARY,28,953,147,119,5.84,459,106,91.8,4.05,1010,16,10,14.3,8.26,0.625,0.581,168
AISC-HSS-RECT-HSS16X12X1,HSS-RECT,HSS16X12X1,HSS16X12X1,AISC-SHAPES,16.0,168.18,US_CUSTOMARY,46.4,1570,244,196,5.82,1000,200,167,4.64,2030,16,12,13.2,9.21,1,0.93,307
AISC-HSS-RECT-HSS16X12X_313,HSS-RECT,HSS16X12X.313,HSS16X12X5/16,AISC-SHAPES,16.0,57.36,US_CUSTOMARY,15.7,595,87.7,74.4,6.15,384,72.2,64,4.94,727,16,12,15.1,11.1,0.3125,0.291,107
AISC-HSS-RECT-HSS16X12X_375,HSS-RECT,HSS16X12X.375,HSS16X12X3/8,AISC-SHAPES,16.0,68.31,US_CUSTOMARY,18.7,702,104,87.7,6.12,452,85.5,75.3,4.91,862,16,12,15,11,0.375,0.349,127
AISC-HSS-RECT-HSS16X12X_500,HSS-RECT,HSS16X12X.500,HSS16X12X1/2,AISC-SHAPES,16.0,89.68,US_CUSTOMARY,24.6,904,135,113,6.06,581,111,96.8,4.86,1120,16,12,14.6,10.6,0.5,0.465,166
AISC-HSS-RECT-HSS16X12X_625,HSS-RECT,HSS16X12X.625,HSS16X12X5/8,AISC-SHAPES,16.0,110.36,US_CUSTOMARY,30.3,1090,165,136,6,700,135,117,4.8,1370,16,12,14.3,10.3,0.625,0.581,204
AISC-HSS-RECT-HSS16X12X_750,HSS-RECT,HSS16X12X.750,HSS16X12X3/4,AISC-SHAPES,16.0,130.33,US_CUSTOMARY,35.9,1270,193,159,5.95,810,158,135,4.75,1610,16,12,13.9,9.91,0.75,0.698,240
AISC-HSS-RECT-HSS16X12X_875,HSS-RECT,HSS16X12X.875,HSS16X12X7/8,AISC-SHAPES,16.0,149.61,US_CUSTOMARY,41.2,1430,219,178,5.88,910,179,152,4.7,1830,16,12,13.6,9.56,0.875,0.814,274
AISC-HSS-RECT-HSS16X16X1,HSS-RECT,HSS16X16X1,HSS16X16X1,AISC-SHAPES,16.0,195.4,US_CUSTOMARY,53.8,1990,300,249,6.09,1990,300,249,6.09,3270,16,16,13.2,13.2,1,0.93,419
AISC-HSS-RECT-HSS16X16X_250,HSS-RECT,HSS16X16X.250,HSS16X16X1/4,AISC-SHAPES,16.0,53.050000000000004,US_CUSTOMARY,14.6,600,85.8,75,6.42,600,85.8,75,6.42,921,16,16,15.3,15.3,0.25,0.233,116
AISC-HSS-RECT-HSS16X16X_313,HSS-RECT,HSS16X16X.313,HSS16X16X5/16,AISC-SHAPES,16.0,65.87,US_CUSTOMARY,18.1,739,106,92.3,6.39,739,106,92.3,6.39,1140,16,16,15.1,15.1,0.3125,0.291,144
AISC-HSS-RECT-HSS16X16X_375,HSS-RECT,HSS16X16X.375,HSS16X16X3/8,AISC-SHAPES,16.0,78.52,US_CUSTOMARY,21.5,873,126,109,6.37,873,126,109,6.37,1350,16,16,15,15,0.375,0.349,171
AISC-HSS-RECT-HSS16X16X_500,HSS-RECT,HSS16X16X.500,HSS16X16X1/2,AISC-SHAPES,16.0,103.3,US_CUSTOMARY,28.3,1130,164,141,6.31,1130,164,141,6.31,1770,16,16,14.6,14.6,0.5,0.465,224
AISC-HSS-RECT-HSS16X16X_625,HSS-RECT,HSS16X16X.625,HSS16X16X5/8,AISC-SHAPES,16.0,127.37,US_CUSTOMARY,35,1370,200,171,6.25,1370,200,171,6.25,2170,16,16,14.3,14.3,0.625,0.581,276
AISC-HSS-RECT-HSS16X16X_750,HSS-RECT,HSS16X16X.750,HSS16X16X3/4,AISC-SHAPES,16.0,150.75,US_CUSTOMARY,41.5,1590,235,199,6.19,1590,235,199,6.19,2560,16,16,13.9,13.9,0.75,0.698,326
AISC-HSS-RECT-HSS16X16X_875,HSS-RECT,HSS16X16X.875,HSS16X16X7/8,AISC-SHAPES,16.0,173.43,US_CUSTOMARY,47.7,1800,268,225,6.14,1800,268,225,6.14,2920,16,16,13.6,13.6,0.875,0.814,373
AISC-HSS-RECT-HSS16X4X_188,HSS-RECT,HSS16X4X.188,HSS16X4X3/16,AISC-SHAPES,16.0,24.73,US_CUSTOMARY,6.76,193,31.7,24.2,5.35,21.5,11.7,10.8,1.78,65.5,16,4,15.5,3.48,0.1875,0.174,21.1
AISC-HSS-RECT-HSS16X4X_250,HSS-RECT,HSS16X4X.250,HSS16X4X1/4,AISC-SHAPES,16.0,32.63,US_CUSTOMARY,8.96,253,41.7,31.6,5.31,27.7,15.2,13.8,1.76,85.2,16,4,15.3,3.3,0.25,0.233,27.6
AISC-HSS-RECT-HSS16X4X_313,HSS-RECT,HSS16X4X.313,HSS16X4X5/16,AISC-SHAPES,16.0,40.35,US_CUSTOMARY,11.1,308,51.1,38.5,5.27,33.2,18.5,16.6,1.73,103,16,4,15.1,3.13,0.3125,0.291,33.8
AISC-HSS-RECT-HSS16X4X_375,HSS-RECT,HSS16X4X.375,HSS16X4X3/8,AISC-SHAPES,16.0,47.9,US_CUSTOMARY,13.2,360,60.2,45,5.23,38.3,21.7,19.1,1.71,120,16,4,15,2.95,0.375,0.349,39.7
AISC-HSS-RECT-HSS16X4X_500,HSS-RECT,HSS16X4X.500,HSS16X4X1/2,AISC-SHAPES,16.0,62.46,US_CUSTOMARY,17.2,455,77.3,56.9,5.15,47,27.4,23.5,1.65,150,16,4,14.6,2.6,0.5,0.465,50.7
AISC-HSS-RECT-HSS16X4X_625,HSS-RECT,HSS16X4X.625,HSS16X4X5/8,AISC-SHAPES,16.0,76.33,US_CUSTOMARY,21,539,92.9,67.3,5.06,54.1,32.5,27,1.6,174,16,4,14.3,2.26,0.625,0.581,60.5
AISC-HSS-RECT-HSS16X6X_188,HSS-RECT,HSS16X6X.188,HSS16X6X3/16,AISC-SHAPES,16.0,27.29,US_CUSTOMARY,7.46,237,37.2,29.6,5.64,51.8,18.8,17.3,2.64,138,16,6,15.5,5.48,0.1875,0.174,32.1
AISC-HSS-RECT-HSS16X6X_250,HSS-RECT,HSS16X6X.250,HSS16X6X1/4,AISC-SHAPES,16.0,36.03,US_CUSTOMARY,9.9,311,49,38.8,5.6,67.4,24.7,22.5,2.61,181,16,6,15.3,5.3,0.25,0.233,42.3
AISC-HSS-RECT-HSS16X6X_313,HSS-RECT,HSS16X6X.313,HSS16X6X5/16,AISC-SHAPES,16.0,44.6,US_CUSTOMARY,12.2,379,60.3,47.4,5.57,81.8,30.2,27.3,2.58,222,16,6,15.1,5.13,0.3125,0.291,52.1
AISC-HSS-RECT-HSS16X6X_375,HSS-RECT,HSS16X6X.375,HSS16X6X3/8,AISC-SHAPES,16.0,53,US_CUSTOMARY,14.6,445,71.1,55.6,5.53,95.3,35.5,31.8,2.56,260,16,6,15,4.95,0.375,0.349,61.6
AISC-HSS-RECT-HSS16X6X_500,HSS-RECT,HSS16X6X.500,HSS16X6X1/2,AISC-SHAPES,16.0,69.27,US_CUSTOMARY,19,567,91.7,70.9,5.46,120,45.5,39.9,2.51,333,16,6,14.6,4.61,0.5,0.465,79.6
AISC-HSS-RECT-HSS16X6X_625,HSS-RECT,HSS16X6X.625,HSS16X6X5/8,AISC-SHAPES,16.0,84.84,US_CUSTOMARY,23.3,677,111,84.6,5.38,141,54.7,46.9,2.46,398,16,6,14.3,4.26,0.625,0.581,96.3
AISC-HSS-RECT-HSS16X8X_250,HSS-RECT,HSS16X8X.250,HSS16X8X1/4,AISC-SHAPES,16.0,39.43,US_CUSTOMARY,10.8,368,56.4,46.1,5.83,127,35,31.7,3.42,300,16,8,15.3,7.3,0.25,0.233,57
AISC-HSS-RECT-HSS16X8X_313,HSS-RECT,HSS16X8X.313,HSS16X8X5/16,AISC-SHAPES,16.0,48.86,US_CUSTOMARY,13.4,451,69.4,56.4,5.8,155,43,38.7,3.4,369,16,8,15.1,7.13,0.3125,0.291,70.4
AISC-HSS-RECT-HSS16X8X_375,HSS-RECT,HSS16X8X.375,HSS16X8X3/8,AISC-SHAPES,16.0,58.1,US_CUSTOMARY,16,531,82.1,66.3,5.77,181,50.8,45.3,3.37,436,16,8,15,6.95,0.375,0.349,83.4
AISC-HSS-RECT-HSS16X8X_500,HSS-RECT,HSS16X8X.500,HSS16X8X1/2,AISC-SHAPES,16.0,76.07,US_CUSTOMARY,20.9,679,106,84.9,5.7,230,65.5,57.6,3.32,563,16,8,14.6,6.6,0.5,0.465,108
AISC-HSS-RECT-HSS16X8X_625,HSS-RECT,HSS16X8X.625,HSS16X8X5/8,AISC-SHAPES,16.0,93.34,US_CUSTOMARY,25.7,815,129,102,5.64,274,79.2,68.6,3.27,681,16,8,14.3,6.26,0.625,0.581,132
AISC-HSS-RECT-HSS16X8X_750,HSS-RECT,HSS16X8X.750,HSS16X8X3/4,AISC-SHAPES,16.0,109.91,US_CUSTOMARY,30.3,939,150,117,5.57,314,91.9,78.4,3.22,790,16,8,13.9,5.91,0.75,0.698,155
AISC-HSS-RECT-HSS16X8X_875,HSS-RECT,HSS16X8X.875,HSS16X8X7/8,AISC-SHAPES,16.0,125.79,US_CUSTOMARY,34.7,1050,170,131,5.5,348,104,87,3.17,888,16,8,13.6,5.56,0.875,0.814,176
AISC-HSS-RECT-HSS18X10X_250,HSS-RECT,HSS18X10X.250,HSS18X10X1/4,AISC-SHAPES,16.0,46.24,US_CUSTOMARY,12.7,566,76,62.9,6.68,230,50.9,46.1,4.26,515,18,10,17.3,9.3,0.25,0.233,80.8
AISC-HSS-RECT-HSS18X10X_313,HSS-RECT,HSS18X10X.313,HSS18X10X5/16,AISC-SHAPES,16.0,57.36,US_CUSTOMARY,15.7,695,93.7,77.2,6.65,282,62.7,56.4,4.23,635,18,10,17.1,9.13,0.3125,0.291,100
AISC-HSS-RECT-HSS18X10X_375,HSS-RECT,HSS18X10X.375,HSS18X10X3/8,AISC-SHAPES,16.0,68.31,US_CUSTOMARY,18.7,820,111,91.1,6.61,332,74.2,66.4,4.21,752,18,10,17,8.95,0.375,0.349,119
AISC-HSS-RECT-HSS18X10X_500,HSS-RECT,HSS18X10X.500,HSS18X10X1/2,AISC-SHAPES,16.0,89.68,US_CUSTOMARY,24.6,1060,144,117,6.55,425,96.2,85,4.16,977,18,10,16.6,8.61,0.5,0.465,155
AISC-HSS-RECT-HSS18X10X_625,HSS-RECT,HSS18X10X.625,HSS18X10X5/8,AISC-SHAPES,16.0,110.36,US_CUSTOMARY,30.3,1280,176,142,6.49,511,117,102,4.1,1190,18,10,16.3,8.26,0.625,0.581,190
AISC-HSS-RECT-HSS18X18X1,HSS-RECT,HSS18X18X1,HSS18X18X1,AISC-SHAPES,16.0,222.63,US_CUSTOMARY,61.3,2920,387,324,6.9,2920,387,324,6.9,4740,18,18,15.2,15.2,1,0.93,539
AISC-HSS-RECT-HSS18X18X_250,HSS-RECT,HSS18X18X.250,HSS18X18X1/4,AISC-SHAPES,16.0,59.85,US_CUSTOMARY,16.4,860,109,95.6,7.24,860,109,95.6,7.24,1320,18,18,17.3,17.3,0.25,0.233,147
AISC-HSS-RECT-HSS18X18X_313,HSS-RECT,HSS18X18X.313,HSS18X18X5/16,AISC-SHAPES,16.0,74.38,US_CUSTOMARY,20.4,1060,135,118,7.21,1060,135,118,7.21,1630,18,18,17.1,17.1,0.3125,0.291,182
AISC-HSS-RECT-HSS18X18X_375,HSS-RECT,HSS18X18X.375,HSS18X18X3/8,AISC-SHAPES,16.0,88.73,US_CUSTOMARY,24.3,1250,160,139,7.18,1250,160,139,7.18,1940,18,18,17,17,0.375,0.349,217
AISC-HSS-RECT-HSS18X18X_500,HSS-RECT,HSS18X18X.500,HSS18X18X1/2,AISC-SHAPES,16.0,116.91,US_CUSTOMARY,32.1,1630,210,181,7.13,1630,210,181,7.13,2540,18,18,16.6,16.6,0.5,0.465,286
AISC-HSS-RECT-HSS18X18X_625,HSS-RECT,HSS18X18X.625,HSS18X18X5/8,AISC-SHAPES,16.0,144.39,US_CUSTOMARY,39.6,1980,257,220,7.07,1980,257,220,7.07,3120,18,18,16.3,16.3,0.625,0.581,352
AISC-HSS-RECT-HSS18X18X_750,HSS-RECT,HSS18X18X.750,HSS18X18X3/4,AISC-SHAPES,16.0,171.16,US_CUSTOMARY,47.1,2320,302,258,7.02,2320,302,258,7.02,3690,18,18,15.9,15.9,0.75,0.698,417
AISC-HSS-RECT-HSS18X18X_875,HSS-RECT,HSS18X18X.875,HSS18X18X7/8,AISC-SHAPES,16.0,197.24,US_CUSTOMARY,54.3,2630,346,292,6.96,2630,346,292,6.96,4220,18,18,15.6,15.6,0.875,0.814,479
AISC-HSS-RECT-HSS18X6X_250,HSS-RECT,HSS18X6X.250,HSS18X6X1/4,AISC-SHAPES,16.0,39.43,US_CUSTOMARY,10.8,419,59.4,46.5,6.22,75.1,27.3,25,2.63,210,18,6,17.3,5.3,0.25,0.233,47.7
AISC-HSS-RECT-HSS18X6X_313,HSS-RECT,HSS18X6X.313,HSS18X6X5/16,AISC-SHAPES,16.0,48.86,US_CUSTOMARY,13.4,513,73.1,57,6.18,91.3,33.5,30.4,2.61,257,18,6,17.1,5.13,0.3125,0.291,58.7
AISC-HSS-RECT-HSS18X6X_375,HSS-RECT,HSS18X6X.375,HSS18X6X3/8,AISC-SHAPES,16.0,58.1,US_CUSTOMARY,16,602,86.4,66.9,6.15,106,39.5,35.5,2.58,302,18,6,17,4.95,0.375,0.349,69.5
AISC-HSS-RECT-HSS18X6X_500,HSS-RECT,HSS18X6X.500,HSS18X6X1/2,AISC-SHAPES,16.0,76.07,US_CUSTOMARY,20.9,770,112,85.6,6.07,134,50.7,44.6,2.53,387,18,6,16.6,4.61,0.5,0.465,89.9
AISC-HSS-RECT-HSS18X6X_625,HSS-RECT,HSS18X6X.625,HSS18X6X5/8,AISC-SHAPES,16.0,93.34,US_CUSTOMARY,25.7,923,135,103,6,158,61,52.7,2.48,462,18,6,16.3,4.26,0.625,0.581,109
AISC-HSS-RECT-HSS18X6X_750,HSS-RECT,HSS18X6X.750,HSS18X6X3/4,AISC-SHAPES,16.0,109.91,US_CUSTOMARY,30.3,1060,158,118,5.92,179,70.4,59.6,2.43,530,18,6,15.9,3.91,0.75,0.698,127
AISC-HSS-RECT-HSS18X8X_250,HSS-RECT,HSS18X8X.250,HSS18X8X1/4,AISC-SHAPES,16.0,42.84,US_CUSTOMARY,11.8,492,67.7,54.7,6.47,141,38.6,35.2,3.46,351,18,8,17.3,7.3,0.25,0.233,64.3
AISC-HSS-RECT-HSS18X8X_313,HSS-RECT,HSS18X8X.313,HSS18X8X5/16,AISC-SHAPES,16.0,53.11,US_CUSTOMARY,14.6,604,83.4,67.1,6.44,172,47.5,43,3.44,432,18,8,17.1,7.13,0.3125,0.291,79.4
AISC-HSS-RECT-HSS18X8X_375,HSS-RECT,HSS18X8X.375,HSS18X8X3/8,AISC-SHAPES,16.0,63.21,US_CUSTOMARY,17.3,711,98.7,79,6.4,202,56.1,50.5,3.41,510,18,8,17,6.95,0.375,0.349,94.1
AISC-HSS-RECT-HSS18X8X_500,HSS-RECT,HSS18X8X.500,HSS18X8X1/2,AISC-SHAPES,16.0,82.88,US_CUSTOMARY,22.8,913,128,101,6.33,257,72.5,64.2,3.36,659,18,8,16.6,6.61,0.5,0.465,122
AISC-HSS-RECT-HSS18X8X_625,HSS-RECT,HSS18X8X.625,HSS18X8X5/8,AISC-SHAPES,16.0,101.85000000000001,US_CUSTOMARY,28,1100,156,122,6.27,306,87.8,76.6,3.31,797,18,8,16.3,6.26,0.625,0.581,149
AISC-HSS-RECT-HSS1_1_2X1_1_2X_125,HSS-RECT,HSS1-1/2X1-1/2X.125,HSS1-1/2X1-1/2X1/8,AISC-SHAPES,16.0,2.2,US_CUSTOMARY,0.608,0.188,0.309,0.251,0.557,0.188,0.309,0.251,0.557,0.316,1.5,1.5,1.15,1.15,0.125,0.116,0.438
AISC-HSS-RECT-HSS1_1_2X1_1_2X_188,HSS-RECT,HSS1-1/2X1-1/2X.188,HSS1-1/2X1-1/2X3/16,AISC-SHAPES,16.0,3.04,US_CUSTOMARY,0.845,0.236,0.406,0.315,0.528,0.236,0.406,0.315,0.528,0.414,1.5,1.5,0.978,0.978,0.188,0.174,0.592
AISC-HSS-RECT-HSS1_1_2X1_1_2X_250,HSS-RECT,HSS1-1/2X1-1/2X.250,HSS1-1/2X1-1/2X1/4,AISC-SHAPES,16.0,3.71,US_CUSTOMARY,1.04,0.26,0.469,0.346,0.5,0.26,0.469,0.346,0.5,0.47,1.5,1.5,0.801,0.801,0.25,0.233,0.699
AISC-HSS-RECT-HSS20X12X1,HSS-RECT,HSS20X12X1,HSS20X12X1,AISC-SHAPES,16.0,195.4,US_CUSTOMARY,53.8,2740,344,274,7.14,1230,241,205,4.78,2820,20,12,17.2,9.21,1,0.93,390
AISC-HSS-RECT-HSS20X12X_313,HSS-RECT,HSS20X12X.313,HSS20X12X5/16,AISC-SHAPES,16.0,65.87,US_CUSTOMARY,18.1,1010,122,101,7.48,464,85.8,77.3,5.07,997,20,12,19.1,11.1,0.3125,0.291,134
AISC-HSS-RECT-HSS20X12X_375,HSS-RECT,HSS20X12X.375,HSS20X12X3/8,AISC-SHAPES,16.0,78.52,US_CUSTOMARY,21.5,1200,144,120,7.45,547,102,91.1,5.04,1180,20,12,19,11,0.375,0.349,160
AISC-HSS-RECT-HSS20X12X_500,HSS-RECT,HSS20X12X.500,HSS20X12X1/2,AISC-SHAPES,16.0,103.3,US_CUSTOMARY,28.3,1550,188,155,7.39,705,132,117,4.99,1540,20,12,18.6,10.6,0.5,0.465,209
AISC-HSS-RECT-HSS20X12X_625,HSS-RECT,HSS20X12X.625,HSS20X12X5/8,AISC-SHAPES,16.0,127.37,US_CUSTOMARY,35,1880,230,188,7.33,851,162,142,4.93,1890,20,12,18.3,10.3,0.625,0.581,257
AISC-HSS-RECT-HSS20X12X_750,HSS-RECT,HSS20X12X.750,HSS20X12X3/4,AISC-SHAPES,16.0,150.75,US_CUSTOMARY,41.5,2190,270,219,7.26,988,190,165,4.88,2220,20,12,17.9,9.91,0.75,0.698,303
AISC-HSS-RECT-HSS20X12X_875,HSS-RECT,HSS20X12X.875,HSS20X12X7/8,AISC-SHAPES,16.0,173.43,US_CUSTOMARY,47.7,2480,308,248,7.2,1110,216,186,4.83,2530,20,12,17.6,9.56,0.875,0.814,347
AISC-HSS-RECT-HSS20X16X_250,HSS-RECT,HSS20X16X.250,HSS20X16X1/4,AISC-SHAPES,16.0,59.85,US_CUSTOMARY,16.4,1000,117,100,7.82,716,100,89.5,6.6,1280,20,16,19.3,15.3,0.25,0.233,145
AISC-HSS-RECT-HSS20X16X_313,HSS-RECT,HSS20X16X.313,HSS20X16X5/16,AISC-SHAPES,16.0,74.38,US_CUSTOMARY,20.4,1240,144,124,7.79,882,124,110,6.58,1590,20,16,19.1,15.1,0.3125,0.291,180
AISC-HSS-RECT-HSS20X16X_375,HSS-RECT,HSS20X16X.375,HSS20X16X3/8,AISC-SHAPES,16.0,88.73,US_CUSTOMARY,24.3,1470,172,147,7.76,1040,148,130,6.55,1890,20,16,19,15,0.375,0.349,215
AISC-HSS-RECT-HSS20X16X_500,HSS-RECT,HSS20X16X.500,HSS20X16X1/2,AISC-SHAPES,16.0,116.91,US_CUSTOMARY,32.1,1900,224,190,7.7,1350,193,169,6.5,2480,20,16,18.6,14.6,0.5,0.465,282
AISC-HSS-RECT-HSS20X16X_625,HSS-RECT,HSS20X16X.625,HSS20X16X5/8,AISC-SHAPES,16.0,144.39000000000001,US_CUSTOMARY,39.6,2320,275,232,7.65,1640,236,206,6.44,3040,20,16,18.3,14.3,0.625,0.581,347
AISC-HSS-RECT-HSS20X16X_750,HSS-RECT,HSS20X16X.750,HSS20X16X3/4,AISC-SHAPES,16.0,171.16,US_CUSTOMARY,47.1,2710,324,271,7.59,1920,278,240,6.39,3590,20,16,17.9,13.9,0.75,0.698,411
AISC-HSS-RECT-HSS20X20X1,HSS-RECT,HSS20X20X1,HSS20X20X1,AISC-SHAPES,16.0,249.85,US_CUSTOMARY,68.7,4100,486,410,7.72,4100,486,410,7.72,6600,20,20,17.2,17.2,1,0.93,673
AISC-HSS-RECT-HSS20X20X_313,HSS-RECT,HSS20X20X.313,HSS20X20X5/16,AISC-SHAPES,16.0,82.88,US_CUSTOMARY,22.7,1460,167,146,8.03,1460,167,146,8.03,2250,20,20,19.1,19.1,0.3125,0.291,226
AISC-HSS-RECT-HSS20X20X_375,HSS-RECT,HSS20X20X.375,HSS20X20X3/8,AISC-SHAPES,16.0,98.94,US_CUSTOMARY,27.1,1740,199,174,8,1740,199,174,8,2680,20,20,19,19,0.375,0.349,269
AISC-HSS-RECT-HSS20X20X_500,HSS-RECT,HSS20X20X.500,HSS20X20X1/2,AISC-SHAPES,16.0,130.52,US_CUSTOMARY,35.8,2260,261,226,7.95,2260,261,226,7.95,3510,20,20,18.6,18.6,0.5,0.465,355
